단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
복지재단,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223525/IMG000215764_700X466.jpg,"오른손의 1·2·3·4지 바닥을 왼쪽 볼에 5지 바닥을 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 손끝이 밖으로 향하게 모로 세운 왼 손바닥에 오른 주먹의 1·2·5지를 펴서 1·2지 끝을 가져다 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005070/MOV000359798_700X466.mp4
사회자/사회,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2856,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201110/772128/IMG000356701_700X466.jpg,"손바닥이 밖으로 향하게 세운 왼 손바닥에, 오른손의 1지 옆면으로 위에서부터 두 번 내려 댄 다음, 오른 주먹의 5지를 펴서 세워 입 앞에서 좌우로 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732118/MOV000245640_700X466.mp4
중지/끄다/멈추다/그만/마르다/정지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2281,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218902/IMG000210495_700X466.jpg,두 주먹의 1지를 펴서 구부려 등을 양 볼에 대고 아래로 내린,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624381/MOV000241709_700X466.mp4
안내소,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2608,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216527/IMG000207710_700X466.jpg,"손등이 밖으로 향하게 모로 세운 왼손의 손가락을 오른손으로 잡고 밖으로 당긴 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043211/MOV000361099_700X466.mp4
휴지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2365,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218938/IMG000210553_700X466.jpg,"오른손의 1·2·3·4지와 5지 사이를 약간 벌려 끝을 코 가까이에 댔다가 약간 앞으로 내리며 손가락을 모은 다음, 손등이 밖으로 손끝이 왼쪽으로 향하게 편 오른손으로, 손등이 밖으로 손끝이 오른쪽으로 향하게 편 왼손을 중심으로 밖으로 한 바퀴 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733026/MOV000241753_700X466.mp4
대인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1861,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151126/216814/IMG000208004_700X466.jpg,"약간 구부린 두 손의 손끝을 배에 대고 양옆으로 벌린 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 벌린다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733700/MOV000239971_700X466.mp4
모범생,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1633,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151123/214828/IMG000205788_700X466.jpg,"손끝이 왼쪽으로 손등이 위로 향하게 편 오른손을, 이마 앞에서 이마로 옮겨 1지 옆면이 닿게 이마에 대며 5지와 나머지 손가락을 맞댄 다음, 오른손은 이마 오른쪽에서 왼손은 왼쪽 옆구리에서, 오른손은 아래위로 왼손은 위아래로 두 번 움직인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005018/MOV000359752_700X466.mp4
하모니카,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1430,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151118/211880/IMG000202316_700X466.jpg,구부린 두 손을 손등이 밖으로 향하게 좌우로 이어 대고 입 앞에서 좌우로 두 번 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040353/MOV000360752_700X466.mp4
행운,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=948,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213429/IMG000204091_700X466.jpg,"오른손의 1·2·3·4지 바닥을 왼쪽 볼에 5지 바닥을 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 손바닥이 위로 향하게 편 왼 손바닥에 오른 주먹을 모로 세워 왼쪽으로 두 바퀴 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20240119/1261819/MOV000361418_700X466.mp4
매혹/매력,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=583,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151118/212173/IMG000202693_700X466.jpg,오른손의 1·2·3·4지를 약간 구부려 등을 오른뺨에 가볍게 댔다가 서서히 내밀며 5지 바닥을 중심으로 나머지 손가락 끝을 모아 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735241/MOV000236480_700X466.mp4
떠맡다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=561,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212538/IMG000203122_700X466.jpg,왼 주먹의 5지를 펴서 세우고 5지가 오른손의 1·5지 사이로 나오게 오른손으로 왼손을 위에서부터 내려 덮는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784459/MOV000356890_700X466.mp4
이메일/메일/전자메일/전자우편,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=15680,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/258875/IMG000273021_700X466.jpg,왼손을 1·2·3·4지와 5지 사이를 ‘ㄷ’ 모양으로 벌려 끝이 오른쪽으로 향하게 하고 그 사이로 오른손을 손가락이 왼쪽으로 향하게 하여 안에서 밖으로 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271000/MOV000273020_700X466.mp4
뿌리치다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12653,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223791/IMG000216175_700X466.jpg,자연스럽게 들어 올린 왼팔의 팔꿈치를 오른손의 손바닥으로 왼쪽으로 쳐 낸다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735768/MOV000245510_700X466.mp4
짐바브웨,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12324,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237678/IMG000233483_700X466.jpg,오른손을 펴서 ‘ㄱ’ 자로 구부려 끝이 밖으로 향하게 세워 당긴다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041752/MOV000360819_700X466.mp4
재료,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12304,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237860/IMG000233740_700X466.jpg,"두 손을 구부려 손가락 등이 아래로 향하게 하고 끝으로 배 양쪽을 두 번 두드린 다음, 손끝이 밖으로 향하게 펴서 모로 세운 왼 손바닥을 오른손의 5지 바닥으로 두 번 스쳐 낸다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632329/MOV000259059_700X466.mp4
누룽지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12157,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231749/IMG000225869_700X466.jpg,손바닥이 위로 향하게 편 왼 손바닥을 오른 손가락 등으로 두 번 왼쪽으로 스쳐 낸다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732669/MOV000252713_700X466.mp4
광부,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11953,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201209/784179/IMG000356853_700X466.jpg,"왼 주먹의 2·5지를 펴서 등이 밖으로 향하게 세우고, 그 밑에서 오른손을 구부려 끝으로 땅을 파는 동작을 한 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732653/MOV000249410_700X466.mp4
단계/절차/차례,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10994,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230075/IMG000223677_700X466.jpg,두 손을 ‘ㄱ’자 모양으로 구부려 오른손은 위에 왼손은 아래에 놓고 동시에 위로 두 번 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733658/MOV000250900_700X466.mp4
한식,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10287,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808874/IMG000358341_700X466.jpg,"오른손을, 손가락 등이 위로 향하게 “ㄱ”자 모양으로 구부려 머리 오른쪽과 관자놀이에 차례로 대었다가, 두 주먹 각각 1·5지를 두 번 벌렸다 붙이며 양옆으로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732501/MOV000236328_700X466.mp4
반대쪽,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10132,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222078/IMG000214118_700X466.jpg,"손바닥이 위로 향하게 하고 손끝이 위로 향하게 구부린 두 손의 손가락 등을 마주친 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005830/MOV000359848_700X466.mp4
대비/예비,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7211,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235651/IMG000230907_700X466.jpg,"손등이 위로 향하게 편 왼손의 2지 옆면을 오른 주먹의 1·5지 끝으로 스쳐 올린 다음, 오른 주먹의 1지를 펴서 끝 바닥을 코 오른쪽에 댔다가 떼며 1지를 접고 4지를 펴서 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010118/MOV000360107_700X466.mp4
키가 크다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9989,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236717/IMG000232279_700X466.jpg,손가락 등이 위로 손끝이 왼쪽으로 향하게 편 오른손을 오른쪽 어깨 위에서 위로 높이 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628040/MOV000257894_700X466.mp4
학수고대,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9806,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219984/IMG000211727_700X466.jpg,오른손을 구부려 손가락 등을 턱 밑에 대고 왼손의 손바닥으로 오른팔의 팔꿈치를 받친다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005753/MOV000359830_700X466.mp4
거인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9756,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228172/IMG000221261_700X466.jpg,"오른손을 ‘ㄱ’자 모양으로 구부려 오른쪽 어깨 높이에서 위로 올린 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041831/MOV000360887_700X466.mp4
발레,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9117,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210210/811185/IMG000358436_700X466.jpg,"손끝이 아래로 향하게 편 왼손은 안에, 오른손은 밖에 전후로 위치하게 하여 상하로 번갈아 움직인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734999/MOV000254298_700X466.mp4
키다리,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8611,수형 사진 없음,수형 설명 없음,수어 동영상 없음
복숭아,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233027/IMG000227513_700X466.jpg,가볍게 쥐고 모로 세운 왼 주먹을 오른 손바닥으로 감싸 쥐고 5지 끝을 왼 주먹의 1·5지 사이에 넣었다가 위로 튕긴다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764379/MOV000254033_700X466.mp4
신라,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8153,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235955/IMG000231339_700X466.jpg,"5지를 펴서 세운 왼 주먹 등을 오른 손바닥으로 두 번 두드린 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004476/MOV000359650_700X466.mp4
에스컬레이터,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7994,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210105/795000/IMG000358112_700X466.jpg,"두 손을, 손가락 등이 위로 향하게 “ㄱ”자 모양으로 구부려 손끝이 옆으로 손등이 위로 향하게 편 오른손 밑에 같은 모양의 왼손을 놓고 두 손목을 동시에 전후로 돌리면서 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732387/MOV000255439_700X466.mp4
자라다/발육/성숙/성장/장성,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7912,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234310/IMG000229180_700X466.jpg,두 손의 손가락을 약간 구부려 양쪽 어깨 위에서 위로 조금씩 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628618/MOV000255365_700X466.mp4
분리,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7894,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233755/IMG000228401_700X466.jpg,손등이 위로 손끝이 아래로 향하게 하여 구부린 두 손의 손가락 등을 맞댔다가 양옆으로 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734967/MOV000254759_700X466.mp4
반대/반하다/반-,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12004,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210210/811183/IMG000358434_700X466.jpg,"오른 주먹의 1지를 펴서 오른쪽 관자놀이에 댄 다음, 손바닥이 밖으로 향하게 편 왼 손등에 오른 손등을 맞댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732662/MOV000254150_700X466.mp4
성인/어른/어르신,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=17485,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/263344/IMG000278530_700X466.jpg,"오른 손끝을 약간 구부려 끝이 위로 향하게 하여 코 밑까지 서서히 올리며 손끝을 모은 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/283567/MOV000278529_700X466.mp4
심다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7767,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234229/IMG000229041_700X466.jpg,"손끝이 오른쪽으로 향하게 펴서 모로 세운 왼손의 1·5지 사이에, 손끝이 아래로 향하게 편 오른손을 넣는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628297/MOV000255249_700X466.mp4
단련/수련/수행/연단,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7823,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210105/795057/IMG000358117_700X466.jpg,"오른 주먹의 1지를 펴서 오른쪽 관자놀이에 대었다가 오른 주먹을 왼 주먹 등에 대고 안으로 당긴 다음, 오른 손가락을 구부려 왼 손등을 두 번 두드린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733302/MOV000255858_700X466.mp4
경주/경주시,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7511,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/229043/IMG000222343_700X466.jpg,5지를 펴서 밖으로 구부린 왼 주먹 등을 오른 손바닥으로 두 번 두드린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042421/MOV000360968_700X466.mp4
